ENCODERREADING,PICK_ENCODERREADING,ANGLE,TORQUE,Message
0.718,0,4187.4,1.495,WX31D79JC86F
0.627,0.001,4045,1.496,WX31D79JCSPH
0.694,0.002,4152.4,1.496,WX31D79JCTVN
0.749,-0.001,4217,1.494,WX31D79JCEDK
0.701,0.001,4157.9,1.496,WX31D79JCCC7
0.7,0.001,4142.1,1.495,WX31D79JCF9P
0.769,0,4287.5,1.494,WX31D79JCR5V
0.846,0.001,4231.9,1.492,WX31D79JCF9R
0.634,0.001,4091.9,1.495,WX31D79JC25F
0.596,-0.002,4041.6,1.495,WX31D79JCVXL
0.731,-0.003,4243.8,1.496,WX31D79JCE19
0.707,-0.001,4189.6,1.492,WX31D79JCK8K
0.773,0.001,4319.3,1.493,WX31D79JC58P
0.657,0.001,4082.3,1.494,WX31D79JC8A6
0.772,0.001,4294.2,1.496,WX31D79JC05F
0.642,0.001,4039.2,1.496,WX31D79JCD94
0.651,-0.006,4071.3,1.495,WX31D79JCJP3
0.74,0,4262.1,1.495,WX31D79JCY8Z
0.817,-0.001,4373.9,1.498,WX31D79JCPY7
0.662,0,4015.9,1.496,WX31D79JCK1T
0.784,-0.004,4272.3,1.5,WX31D79JCCU2
0.633,0.001,4051.7,1.498,WX31D79JCET9
0.741,0.002,4239.3,1.495,WX31D79JCLN6
0.715,0.001,4205.4,1.495,WX31D79JCUES
0.682,0,4100.3,1.495,WX31D79JCTR1
0.648,-0.002,4090.4,1.495,WX31D79JCTAH
0.745,-0.001,4241.9,1.495,WX31D79JC12N
0.763,0.001,4258.2,1.496,WX31D79JC0PN
0.663,0.001,4113.3,1.494,WX31D79JCV7P
0.745,0.001,4215.9,1.49,WX31D79JC1C8
0.738,-0.002,4233.1,1.495,WX31D79JCS7V
0.784,0,4346.1,1.493,WX31D79JCJ95
0.704,0,4189.4,1.493,WX31D79JC392
0.746,0,4244.4,1.492,WX31D79JCCSE
0.674,0.002,4121.6,1.498,WX31D79JCXCS
0.729,0.001,4238,1.494,WX31D79JCFHF
0.697,-0.003,4156.7,1.493,WX31D79JCSYX
0.792,0,4332.7,1.492,WX31D79JC2NK
0.636,0.002,4048.2,1.496,WX31D79JCHFA
0.701,0.002,4197.4,1.493,WX31D79JC9PR
0.72,0,4216.1,1.496,WX31D79JC39S
0.619,0,4028,1.49,WX31D79JCK3E
0.676,-0.001,4161.8,1.495,WX31D79JCXSR
0.613,-0.001,4013.9,1.495,WX31D79JCUEX
0.594,-0.003,3982.2,1.493,WX31D79JCKXE
0.705,-0.003,4115.9,1.495,WX31D79JC79C
0.801,0.001,4327.7,1.492,WX31D79JC501
0.644,0.002,4040.6,1.495,WX31D79JC0UY
0.749,0.002,4243.5,1.495,WX31D79JC2DZ
0.664,0,4093.1,1.496,WX31D79JCTL2
0.678,0,4094.6,1.492,WX31D79JCADC
0.814,0,4327.6,1.498,WX31D79JCHDX
0.686,0.001,4094.9,1.493,WX31D79JC6F5
0.652,0.002,4103.9,1.493,WX31D79JCZ9U
0.727,-0.002,4176.3,1.496,WX31D79JCDX2
0.67,0.002,4111.6,1.494,WX31D79JC216
0.628,0,4035.9,1.494,WX31D79JCUS2
0.722,0.001,4219.1,1.495,WX31D79JC4PH
0.801,0,4348.1,1.493,WX31D79JCYNP
0.677,0,4074.9,1.496,WX31D79JCX8N
0.727,0.001,4227.7,1.493,WX31D79JC8U8
0.701,0.001,4195.7,1.495,WX31D79JCR7T
0.808,0,4347.8,1.494,WX31D79JCEKA
0.744,0,4261.4,1.494,WX31D79JCK9P
0.637,0.001,4057.6,1.489,WX31D79JCH74
0.779,-0.004,4314.7,1.495,WX31D79JC61Z
0.806,0,4348.7,1.494,WX31D79JCV5V
0.607,0.001,4024.2,1.492,WX31D79JCFHX
0.776,0,4289.3,1.496,WX31D79JCCS3
0.763,0.001,4251.1,1.496,WX31D79JCA8X
0.773,0,4292.4,1.495,WX31D79JC37Z
0.673,-0.001,4104.1,1.495,WX31D79JC53R
0.759,0,4209.2,1.496,WX31D79JCP1R
0.696,0.001,4151.1,1.494,WX31D79JC7X0
0.773,0,4297.5,1.493,WX31D79JCP8J
0.802,0,4290.6,1.495,WX31D79JC19E
0.687,0.002,4136.9,1.491,WX31D79JC49P
0.783,0,4298.4,1.493,WX31D79JCN37
0.658,0,4035,1.495,WX31D79JCFRL
0.629,0,4001.8,1.498,WX31D79JC4VT
0.762,0,4267.2,1.495,WX31D79JCAZV
0.859,0,4098.9,1.491,WX21D69DLFHL
0.732,-0.002,4167.7,1.494,WX31D79JCT40
0.59,0.001,3983,1.49,WX21D69DLJK6
0.764,0,4241.5,1.493,WX31D79JCTTC
0.751,0.002,4265.4,1.494,WX31D79JCVJU
0.737,0,4237.9,1.493,WX21D69DLS39
0.626,0.001,4012.1,1.493,WX31D79JC4UA
0.71,0.002,4176.2,1.494,WX31D79JCCKS
0.701,0,4172.4,1.494,WX31D79JCEFN
0.655,0,4052.7,1.495,WX31D79JCJ91
0.828,-0.003,4347.7,1.495,WX31D79JCH5N
0.81,0,4340.7,1.494,WX31D79JCH3E
0.683,0,4106.4,1.496,WX31D79JCT9A
0.806,0.001,4339.1,1.494,WX31D79JCT5J
0.746,0.002,4201.6,1.496,WX31D79JCE0U
0.782,0.002,4284.8,1.494,WX11D69LZ5TD
0.763,0,4260.1,1.494,WX31D79JC1R6
0.68,0,4145.7,1.496,WX21D69DLP9D
0.795,0.001,4314.8,1.491,WX31D79JCC0V
0.692,0.001,4104.6,1.493,WX21D69DLAR0
0.82,0.001,4340.1,1.496,WX31D79JC6FK
0.678,-0.001,4107.4,1.493,WX31D79JCN1R
0.683,0.001,4121.3,1.493,WX31D79JCYDA
0.753,0.002,4230.4,1.493,WX31D79JCX3J
0.818,0.001,4336.4,1.493,WX31D79JC3Y4
0.679,0.002,4095.2,1.493,WX31D79JCS3Y
0.768,0.002,4261.9,1.496,WX31D79JCZHY
0.698,0.002,4195.8,1.496,WX31D79JC5LD
0.674,0.001,4108.2,1.495,WX31D79JCDPT
0.746,0.002,4212.3,1.496,WX31D79JCUKF
0.702,0.002,4143.7,1.495,WX31D79JC016
0.73,0.001,4195.4,1.495,WX31D79JCZ66
0.802,0.001,4317.1,1.496,WX31D79JCJTJ
0.708,0.001,4179.7,1.496,WX31D79JC9PV
0.733,-0.001,4211.9,1.493,WX31D79JCZZ7
0.793,-0.002,4319.6,1.492,WX31D79JC30D
0.607,0.001,3990.2,1.494,WX31D79JC5P8
0.808,0.004,4309.3,1.495,WX31D79JC7D0
0.685,0.005,4082,1.488,WX31D79JCYUD
0.711,0,4134.2,1.495,WX31D79JCSSV
0.813,0.004,4281,1.498,WX31D79JCDFK
0.802,0.003,4331.8,1.495,WX31D79JCTE6
0.669,0.004,4076.3,1.493,WX31D79JC9VL
0.706,-0.001,4130.4,1.495,WX31D79JCL1X
0.801,0.004,4291.3,1.493,WX31D79JCC55
0.659,0.005,4068.2,1.499,WX31D79JC6L5
0.776,0.001,4260.4,1.493,WX31D79JCJFE
0.652,0.004,3992.7,1.494,WX31D79JCUR9
0.732,0.003,4179.6,1.493,WX31D79JCF60
0.807,0.006,4306.9,1.496,WX31D79JCA4Z
0.77,0.004,4240.8,1.496,WX31D79JC1Y1
0.641,0.004,4029.2,1.496,WX31D79JC2T1
0.781,0.005,4314.1,1.496,WX31D79JCVV2
0.745,0.005,4223.9,1.489,WX31D79JCDL5
0.748,0.004,4251.1,1.5,WX31D79JCDN0
0.651,0.003,4069.3,1.495,WX31D79JCSC4
0.624,-0.002,3993.1,1.493,WX31D79JCVVF
0.703,0.004,4133.5,1.495,WX31D79JCUFA
0.65,0.002,4087,1.498,WX31D79JCD72
0.695,0,4121,1.494,WX21D69DLZ85
0.695,0,4062.4,1.493,WX31D79JC1H6
0.735,0.004,4171.9,1.494,WX31D79JC1CD
0.765,0.004,4261.4,1.495,WX31D79JC6SY
0.744,0.003,4195.7,1.493,WX31D79JCAEV
0.699,0.003,4154.7,1.49,WX31D79JCLCP
0.797,0.003,4303.4,1.495,WX31D79JCS5T
0.753,0.003,4249.6,1.496,WX31D79JCAPY
0.629,0.002,4035,1.493,WX31D79JCV2X
0.669,0.003,4096.3,1.492,WX31D79JCYKR
0.791,0.004,4315.4,1.496,WX31D79JCPDR
0.822,0.004,4334,1.493,WX31D79JCEK5
0.928,0.004,4150.8,1.495,WX31D79JCSAF
0.749,-0.005,4262.6,1.491,WX31D79JCU62
0.825,0.002,4331.8,1.498,WX31D79JC4LX
0.749,0.003,4242.6,1.494,WX31D79JC0A2
0.636,0.003,4040,1.494,WX31D79JC0VY
0.66,0.003,4105,1.494,WX31D79JCFK5
0.673,0,4088.1,1.493,WX31D79JCSRH
0.782,0.003,4284.6,1.498,WX31D79JC9SK
0.633,0.004,3928.2,1.495,WX31D79JC90H
0.685,0,4152.6,1.491,WX31D79JCNR2
0.788,0.005,4299.7,1.491,WX31D79JCP75
0.797,0.005,4289.2,1.495,WX31D79JCD1U
0.806,0.001,4301.6,1.496,WX31D79JCRK8
0.744,0.003,4205.9,1.492,WX31D79JC9SR
0.83,0.005,4338.8,1.493,WX31D79JCCRZ
0.691,0.004,4127.4,1.498,WX31D79JC420
0.79,0.004,4279.6,1.491,WX31D79JCXHS
0.772,0.004,4247.7,1.493,WX31D79JCYA9
0.705,0,4127.6,1.493,WX31D79JCRVF
0.791,0,4259.3,1.492,WX31D79JCAK6
0.685,0.003,4080.1,1.493,WX31D79JCHL8
0.636,0.005,4014,1.496,WX31D79JC4KN
0.728,0.002,4169.2,1.495,WX31D79JCZUH
0.664,0.004,4071.4,1.49,WX31D79JCNX7
0.82,0,4325.9,1.494,WX31D79JC23J
0.677,0,4043.8,1.489,WX31D79JC9UT
0.812,0.002,4350.4,1.493,WX31D79JCXN1
0.716,0.002,4180.1,1.49,WX31D79JCJHV
0.744,0.002,4206.3,1.493,WX31D79JCU38
0.682,0.004,3997.5,1.54,WX31D79JCP54
0.791,0.003,4273.8,1.498,WX31D79JCJPJ
0.791,0.005,4320.5,1.498,WX31D79JC7Y4
0.734,0.003,4220.1,1.495,WX31D79JC19D
0.776,0.001,4290.6,1.495,WX31D79JCUAS
0.701,0.003,4133.9,1.494,WX31D79JCU1V
0.784,0.005,4265.6,1.494,WX31D79JCHP3
0.687,0.004,4133.6,1.491,WX31D79JCJT4
0.746,0.005,4218.7,1.495,WX31D79JCDJJ
0.784,0,4308.1,1.495,WX31D79JCCV9
0.705,0,4170.8,1.496,WX31D79JCUDR
0.779,0.003,4261.3,1.491,WX31D79JCHZ2
0.612,0.004,3998.9,1.493,WX31D79JC231
0.662,0.003,4079.4,1.492,WX31D79JCJJK
0.794,0,4314.9,1.496,WX31D79JC4D0
0.703,0.005,4146,1.495,WX31D79JC1YV
0.724,0.004,4214.3,1.496,WX31D79JC625
0.66,0.005,4036.3,1.492,WX31D79JCZ9X
0.671,0.002,4100.4,1.493,WX31D79JC7V2
0.794,0.001,4300.8,1.493,WX31D79JCSJR
0.835,0,4335.8,1.491,WX31D79JCTJ6
0.683,0,4107.6,1.492,WX31D79JC1K3
0.685,0,4108.4,1.495,WX31D79JCP3U
0.668,0,4059.8,1.496,WX31D79JCX9N
0.735,0,4200,1.494,WX31D79JCEEE
0.688,0,4071,1.494,WX31D79JCE6D
0.647,0.004,4044.4,1.494,WX31D79JCJJ8
0.851,0.004,4416.8,1.496,WX31D79JC9AV
0.637,0.005,4029.6,1.493,WX31D79JC75L
0.639,0.002,4031.3,1.494,WX31D79JCHRP
0.66,0,4096.4,1.496,WX31D79JC6P3
0.678,0,4074.8,1.496,WX31D79JCVX3
0.756,0.004,4185.4,1.498,WX31D79JCCSK
0.793,0.003,4258.8,1.493,WX31D79JCTNF
0.729,0.003,4161,1.495,WX31D79JCHTV
0.928,0.005,4198,1.494,WX31D79JC2AS
0.649,0.003,4054.5,1.493,WX31D79JC0NX
0.78,0,4281.4,1.496,WX31D79JC8LY
0.746,0.004,4199.1,1.493,WX31D79JCS6C
0.766,0.002,4227.6,1.495,WX31D79JCFX3
0.723,0.004,4151.2,1.498,WX31D79JC5TE
0.655,0.004,4062.9,1.491,WX31D79JCD70
0.674,0.004,4111.1,1.498,WX31D79JC167
0.681,0.003,4086.5,1.495,WX31D79JCPXP
0.795,0.004,4256.8,1.492,WX31D79JC9EU
0.814,0.003,4318.6,1.493,WX31D79JC7EN
0.749,0.002,4229.7,1.495,WX31D79JC5A3
0.795,0.003,4308.4,1.496,WX31D79JCKTX
0.674,0.003,4080.3,1.495,WX31D79JCZ75
0.704,0.004,4148.3,1.495,WX31D79JC6VC
0.649,0,4056.5,1.5,WX31D79JCC47
0.764,0.003,4261.1,1.493,WX31D79JCTY7
0.645,0.003,4022.6,1.493,WX31D79JCSLS
0.742,0.003,4218.3,1.498,WX31D79JC79Y
1.461,0.005,4357.9,1.494,WX31D79JCALA
0.741,0.003,4251.7,1.498,WX21D69DL73S
0.784,-0.002,4298.9,1.493,WX31D79JC68T
1.877,0.004,1103,1.498,WX31D79JCUVT
0.623,0.004,4010.7,1.495,WX31D79JC3UR
0.734,-0.001,4223.7,1.493,WX31D79JCE1C
0.784,0.003,4314,1.489,WX31D79JC3N3
0.732,0.004,4195.6,1.496,WX31D79JCV40
0.751,0.003,4213.4,1.495,WX31D79JCCP6
0.823,0.004,4282.6,1.491,WX31D79JCVHY
0.708,0.005,4179.9,1.494,WX31D79JCS68
0.642,0.003,4026.3,1.492,WX31D79JC5EJ
0.807,0.004,4292.6,1.492,WX31D79JCZJ7
0.752,0,4239.2,1.49,WX31D79JC588
0.806,0,4352.3,1.494,WX31D79JC5PL
0.788,0,4260.5,1.491,WX31D79JC9EN
0.798,0,4338.8,1.495,WX31D79JC5P5
0.664,0,4070.4,1.496,WX31D79JCSZ0
0.638,0.004,3999,1.495,WX31D79JC3HA
0.793,0.003,4273.3,1.493,WX31D79JCDP6
0.631,0.004,4003.6,1.494,WX31D79JCZS4
0.642,0,4017.8,1.492,WX31D79JCZL2
0.707,0,4173.5,1.495,WX31D79JC3ZP
0.702,0,4144.1,1.492,WX31D79JCS1H
0.831,0,4391.4,1.496,WX31D79JCYKP
0.61,0,3957.7,1.493,WX21D69DLHKR
0.631,0,3982.5,1.494,WX21D69DLNUJ
0.762,0.002,4255.9,1.498,WX31D79JC48X
0.671,0.002,4086.7,1.493,WX31D79JCE2V
0.712,0.002,4190.9,1.492,WX31D79JC5YU
0.721,0.002,4207.8,1.492,WX31D79JCCH3
0.721,0,4200.1,1.496,WX31D79JC96J
0.66,0,4083.3,1.499,WX31D79JCX0L
0.668,0,4083.2,1.494,WX31D79JCU17
0.76,0.004,4281.3,1.495,WX31D79JC29L
0.817,0.005,4313.2,1.488,WX31D79JCURH
0.688,0.005,4133.8,1.493,WX31D79JC1PZ
0.766,0.001,4259.2,1.493,WX31D79JCC96
0.804,0.004,4306.7,1.495,WX31D79JC0D4
0.653,0.004,4049.5,1.498,WX31D79JCSSC
0.793,-0.002,4312.3,1.494,WX31D79JCD62
0.722,0.002,4208.7,1.488,WX31D79JCSTL
0.826,0.005,4345.4,1.492,WX31D79JCS3R
0.831,0.003,4357.1,1.496,WX31D79JCSNS
0.763,0.002,4244.1,1.494,WX31D79JCA10
0.824,0.004,4344.5,1.496,WX31D79JC8PX
0.776,0.005,4302.2,1.496,WX31D79JC56C
0.677,0.005,4084.9,1.494,WX31D79JCHZD
0.655,0.005,4042.8,1.496,WX31D79JCJH4
0.661,0,4040.6,1.493,WX31D79JCSJU
1.086,0,4258.8,1.493,WX31D79JCKPJ
0.636,0,4019.8,1.494,WX31D79JC4SL
0.698,0,4118.5,1.498,WX31D79JCEEA
0.707,0,4131.4,1.496,WX31D79JCH7A
0.626,0.004,4018.9,1.494,WX31D79JCZ96
0.785,0,4283.4,1.49,WX31D79JC0SP
0.716,0,4179.9,1.495,WX31D79JCS3C
0.651,0,4060.3,1.493,WX31D79JCXSA
0.679,0,4102.1,1.491,WX31D79JC3C1
0.637,0.004,4050.7,1.491,WX31D79JCXRU
0.747,0,4226.3,1.494,WX31D79JC7RA
0.676,0,4097.8,1.499,WX31D79JCFAK
0.747,0.003,4222.5,1.495,WX31D79JCF36
0.654,0.001,4057.5,1.493,WX31D79JCHNU
0.741,-0.002,4198.6,1.494,WX31D79JC4FU
0.763,0.003,4281.7,1.494,WX31D79JC1Y6
0.673,0.004,4078,1.491,WX31D79JC6NT
0.68,0,4126.2,1.493,WX31D79JCF5S
0.804,0,4268.3,1.494,WX31D79JCDE7
0.752,0.003,4264.9,1.495,WX31D79JC5H5
0.73,0.003,4152.9,1.491,WX31D79JCYZD
0.695,0.005,4124.7,1.494,WX31D79JCYX6
0.855,0.003,4366.4,1.498,WX31D79JC1X9
0.778,0.002,4234.1,1.493,WX31D79JCYRZ
0.755,0.002,4252.6,1.495,WX31D79JC245
0.824,0.004,4291.6,1.498,WX31D79JC851
0.611,0.003,3942.2,1.496,WX31D79JCEY2
0.749,0,4228.4,1.494,WX31D79JCPA8
0.738,0.004,4195.1,1.498,WX31D79JCJE0
0.769,0.003,4248,1.493,WX31D79JCJ9Z
0.577,0,3986.1,1.495,WX21D69DL1YH
0.729,0.004,4174.2,1.493,WX31D79JC699
0.752,0.004,4250.5,1.494,WX21D69DL2AN
0.701,0.003,4131.9,1.494,WX21D69DLT0R
0.703,0.005,4138.1,1.494,WX21D69DLEDS
0.803,0.004,4273.7,1.499,WX21D69DLL7H
0.654,0.001,4092.7,1.491,WX21D69DLA1D
0.7,0.004,4135.8,1.493,WX21D69DLPPY
0.714,0.003,4167.7,1.495,WX31D79JC4X9
0.743,0.005,4234.5,1.498,WX21D69DLCRU
0.613,0.004,4028,1.495,WX11D69LJ4Z3
0.691,0.004,4146.7,1.496,WX11D69LJ8EU
0.641,0,4094,1.498,WX11D69LJVK4
0.756,0,4298.6,1.495,WX11D69LJX16
0.646,0,4064.1,1.493,WX21D69DLCE4
0.721,0,4194.2,1.496,WX11D69LJFKK
1.414,0,4321.6,1.495,WX21D69DLRNJ
0.646,0,4053.8,1.496,WX21D690LLA3
0.615,0,4063,1.491,WX11D69LJJJJ
0.664,0,4087.3,1.494,WX21D690L9HU
0.759,0.004,4277.1,1.495,WX21D690L04V
0.702,0.006,4188.3,1.492,WX21D690L83K
1.867,0.004,1286,1.493,WX21D690L5LL
0.947,0.003,4168.2,1.492,WX21D69DL2A6
0.608,0.002,3984.8,1.494,WX21D690LP2A
0.732,0.002,4217.2,1.491,WX21D690L792
0.712,0.003,4186.2,1.496,WX21D690L3ZX
0.794,0.003,4310.9,1.495,WX21D690LUAL
0.59,0.002,3928.6,1.493,WX21D690LJJT
0.675,0.003,4140.4,1.493,WX21D690LPV2
0.599,0.004,3981.7,1.498,WX21D690LXPY
0.668,0.004,4073.4,1.492,WX21D690LUAV
0.643,0.004,4068,1.493,WX21D690LYJ0
0.638,0.003,4053.7,1.494,WX21D690L27K
0.587,0,3972.9,1.488,WX21D690LUPS
0.612,0,3998.2,1.493,WX21D690LA00
0.749,0.005,4236.1,1.49,WX21D690LY7Z
0.648,0.003,4088.4,1.498,WX21D690LN4K
0.576,0.006,3951.3,1.494,WX21D69DL8PL
0.67,0.003,4142.9,1.493,WX21D69DLKU4
0.727,0.001,4244.8,1.498,WX21D690LVT5
0.705,0.003,4157.6,1.498,WX21D69DLT2X
0.647,0.004,4070.9,1.496,WX21D69DLU16
0.678,0.004,4147,1.494,WX21D69DLPF8
0.612,0.002,4029.1,1.492,WX21D69DLDCF
0.736,0.004,4223,1.495,WX21D69DLR0F
0.675,0.002,4165.7,1.494,WX21D69DL91X
0.715,0.005,4181.8,1.496,WX11D69LJFX3
0.675,0,4147,1.493,WX21D690LPUJ
0.656,-0.002,4044.8,1.493,WX21D690L2K8
0.992,0.002,4194.6,1.494,WX11D69LJ83R
0.597,0,3965.3,1.494,WX11D69LJL8N
0.646,0.003,4072.1,1.495,WX11D69LJU76
1.36,0.001,4297.5,1.493,WX11D69LJ72A
0.765,0.002,4319.5,1.492,WX21D69DLDFX
0.607,0.003,3954.4,1.495,WX11D69LJH7F
0.627,0.002,3995,1.496,WX11D69LJ8JP
0.638,0.002,4036.8,1.495,WX21D690LVS0
0.697,-0.001,4182.5,1.493,WX21D690LFST
0.702,0.002,4183.4,1.493,WX21D690LZLX
1.406,0.005,4306.9,1.493,WX21D690LK2X
0.659,0.005,4084.3,1.491,WX21D690LFPH
0.698,0.003,4177.8,1.495,WX21D690L218
0.772,0.001,4247.6,1.491,WX21D690LSAP
0.615,0,4001.3,1.494,WX21D690LD10
0.642,0,4025.8,1.495,WX21D690L4JN
0.793,0.005,4269.4,1.498,WX11D69LJTA5
0.684,0,4140.8,1.493,WX11D69LJNJN
0.767,0,4277.4,1.493,WX11D69LJ8PD
0.649,0,4100.5,1.493,WX11D69LJZCE
0.805,0,4348.6,1.493,WX31D79JCP54
0.743,0,4259.6,1.491,WX31D79JCUVT
0.695,0,4118,1.493,WX31D79JC4EP
0.652,0,4091.6,1.496,WX21D69DL4PL
0.622,0,3997.9,1.496,WX31D79JCVFU
0.776,0,4284.7,1.491,WX31D79JC55H
0.678,0,4101.5,1.493,WX31D79JC15E
0.778,0,4304.8,1.491,WX31D79JC057
0.608,0,3996.4,1.492,WX11D69LJYUA
0.756,0.004,4264.3,1.491,WX11D69LJYJ3
0.654,0,4111.2,1.496,WX11D69LJ47K
0.631,0,4037.8,1.493,WX11D69LJF2T
0.711,0.002,4224,1.494,WX11D69LJJDF
0.737,0.004,4240.5,1.491,WX31D79JCC26
0.64,0,4063.7,1.496,WX21D690LADD
0.657,0,4034.6,1.493,WX21D690LD1D
0.665,0.003,4093,1.493,WX21D690L1L9
0.695,0.002,4185.7,1.493,WX21D690LD25
0.609,0.005,3982,1.493,WX21D690LT34
0.671,0.004,4045.5,1.493,WX21D690LRE7
0.594,0.002,3950.7,1.496,WX21D690L7C1
0.701,0.002,4145.5,1.493,WX21D690LRJH
0.651,0.001,4057.8,1.495,WX21D690LZRY
0.72,-0.003,4177.9,1.496,WX21D690LEZ3
0.746,0.001,4217.3,1.496,WX21D690L1JN
0.748,-0.002,4278,1.495,WX21D690LCV9
0.683,0.003,4149.4,1.498,WX21D690LTZ5
0.628,0.004,4091.4,1.491,WX21D690LF0D
0.599,0.003,4001.8,1.493,WX21D690LC8K
0.719,0.003,4204.3,1.49,WX21D690LSUY
0.685,0,4111.1,1.492,WX21D690LKHX
0.68,0,4172,1.496,WX21D69DL616
0.619,0.005,4036.3,1.492,WX21D69DL62H
0.742,-0.001,4255.5,1.493,WX21D69DLHNK
0.67,0.004,4095.1,1.493,WX21D69DLTTS
0.685,0.001,4090.3,1.495,WX11D69LJ8K7
0.811,0.002,4349.9,1.493,WX11D69LJXUE
0.75,0.004,4259.6,1.49,WX11D69LJ5C5
0.707,0,4183.1,1.49,WX11D69LJ8U1
0.653,0.003,4095.7,1.494,WX21D690L5LV
0.616,0,4003.3,1.493,WX11D69LJ8P8
0.626,-0.001,4057,1.493,WX21D690LU8J
0.691,0.004,4159.9,1.494,WX21D690LRAH
0.628,0.003,4040.4,1.492,WX21D690L4J0
0.595,0,4016.9,1.493,WX21D690L26S
0.658,0.004,4066.5,1.498,WX21D690L54U
0.677,0.001,4134.8,1.498,WX21D690LE5J
0.624,0.003,4019.3,1.495,WX31D79JC1D5
0.763,0.003,4277.3,1.496,WX21D690LU9S
0.686,0.004,4098.3,1.494,WX21D690LUYT
0.84,0,4369.5,1.493,WX31D79JCCYR
0.728,0,4187,1.495,WX31D79JC86K
0.673,0.004,4018,1.492,WX21D69DLFF2
0.612,0.005,3988.6,1.496,WX21D69DLVF3
0.718,0.004,4188.9,1.492,WX21D69DLP8D
0.652,0,4068,1.494,WX21D69DL1ZR
0.802,0,4289.9,1.498,WX31D79JCCP0
0.599,0,3947.9,1.493,WX21D69DLPUY
0.63,0,4007.2,1.494,WX21D69DLX3H
0.714,0.001,4203.1,1.495,WX21D69DLS4P
0.875,0.004,4385.5,1.491,WX31D79JCY4C
0.673,0.004,4120.4,1.494,WX21D690LT94
0.59,-0.004,3951.9,1.494,WX21D690L5LL
0.645,0.002,4058.4,1.494,WX11D69LJR5C
0.735,0.002,4227.1,1.495,WX31D79JCC6S
0.677,0,4130.7,1.495,WX11D69LJL3X
0.699,0.003,4158.5,1.494,WX21D69DLE70
0.731,-0.001,4169.9,1.495,WX31D79JCSAV
0.659,0.004,4086.2,1.492,WX31D79JCELL
0.776,0,4297.2,1.493,WX31D79JC619
0.68,0.003,4126.7,1.492,WX21D690L34H
0.626,0.003,3993.2,1.493,WX21D690L8ZE
0.772,0.002,4299.2,1.495,WX21D690LE1Y
0.918,0.003,4062,1.495,WX21D690LDCZ
0.645,0.001,4091.4,1.498,WX21D690LZC0
0.771,0.003,4312.9,1.492,WX21D69DLXCX
0.733,0.002,4240.8,1.49,WX31D79JC603
0.749,0.004,4246.7,1.493,WX21D690L122
0.761,0.004,4296.2,1.498,WX21D690L8R6
0.648,0.003,4108.3,1.495,WX21D690L1UR
0.597,0.004,3953,1.488,WX21D690LVUZ
0.621,0,3946,1.493,WX21D690LZYN
0.655,0,4074.2,1.493,WX21D69DLAUD
0.628,0,3989.8,1.495,WX21D69DL2X5
0.669,0.001,4040.7,1.498,WX21D69DL805
0.655,0.004,4026,1.492,WX21D69DL60A
0.635,0,4010.4,1.495,WX21D69DLYVJ
0.683,0,4124.2,1.493,WX21D69DLAN8
0.676,0.001,4157.4,1.493,WX21D69DLLSU
0.731,0.003,4201.8,1.496,WX21D69DLH74
0.772,0,4295.7,1.493,WX21D69DL3RS
0.626,0,4026.8,1.495,WX21D69DL0Y7
0.711,0.001,4160.6,1.494,WX31D79JCCH2
0.701,0.002,4158.6,1.493,WX21D69DL61J
0.663,0.004,4059.8,1.492,WX21D69DLTHC
0.77,0.003,4293.7,1.493,WX21D69DL233
0.73,0.004,4200.3,1.49,WX21D69DL6CS
0.619,0.004,4011.4,1.498,WX21D69DLPAK
0.689,0.005,4123.3,1.494,WX21D69DLXU7
0.795,0.002,4308.9,1.494,WX21D69DL9FL
0.663,0,4036.6,1.493,WX21D69DLR7P
0.719,0,4124.4,1.493,WX21D69DLNDK
0.704,0.004,4164.5,1.493,WX21D690LH72
0.652,0.001,4095.9,1.491,WX21D690LY30
0.624,0,4023.1,1.493,WX21D690LY2K
0.693,0,4116,1.496,WX21D690L35P
0.708,0.004,4105.1,1.494,WX21D69DLXFP
0.602,0.004,4005.9,1.493,WX21D69DLN8X
0.802,0.004,4330,1.493,WX21D690LLDF
0.756,0.002,4289.3,1.494,WX21D69DLV33
0.679,0,4131.3,1.495,WX21D690L26A
0.604,0,4038.3,1.494,WX21D690LCTN
0.779,0.003,4280.3,1.498,WX21D690L0TH
0.948,0.002,4113,1.495,WX21D690L1CY
0.712,0,4189,1.491,WX21D690L5RF
0.752,0,4290.1,1.495,WX21D690LFC7
0.646,0,4012,1.495,WX21D690LF8D
0.605,0.002,4009.8,1.493,WX21D690L7KP
0.652,0.002,4060.4,1.494,WX21D690LDXH
0.597,0.003,3971.1,1.493,WX11D69LJZX7
0.683,0.002,4130.4,1.493,WX11D69LJLAS
0.614,0,4018.1,1.494,WX11D69LJ4S1
0.681,0,4131.5,1.493,WX11D69LJ0X3
0.712,0.004,4226.4,1.496,WX21D69DL6ET
0.738,0.004,4215.6,1.49,WX21D69DLF3Z
0.78,0.001,4242.2,1.493,WX11D69LJURF
0.606,0,3992.2,1.489,WX11D69LJ2XX
0.632,0,3987.6,1.496,WX11D69LJKHN
0.727,0,4207.5,1.498,WX21D69DLJ4V
0.623,0,4007.2,1.493,WX21D69DLS92
1.448,0,4357.2,1.493,WX21D690L6L8
0.639,0,4066.4,1.493,WX21D690L16C
